,Year,Country,Rank,Happiness_score,Live_expect_score,Helth_life_exp_age,Age_avg
1247,2019,Sweden,7,7.343,1.0090000000000001,72.69999694824219,72.60019111633301
1251,2019,New Zealand,8,7.307,1.026,73.4000015258789,73.20065689086914
1255,2019,Canada,9,7.278,1.0390000000000001,73.80000305175781,73.60040092468262
1259,2019,Austria,10,7.246,1.016,73.30000305175781,73.00062561035156
1263,2019,Australia,11,7.228,1.036,73.9000015258789,73.60113525390625
1267,2019,Costa Rica,12,7.167000000000001,0.963,71.5,71.29996299743652
1271,2019,Israel,13,7.138999999999999,1.0290000000000001,73.20008595784505,73.20008595784505
1275,2019,Luxembourg,14,7.09,1.012,72.5999984741211,72.5999984741211
1279,2019,United Kingdom,15,7.053999999999999,0.996,72.5,72.30040168762207
1283,2019,Ireland,16,7.021,0.9990000000000001,72.4000015258789,72.30019760131836
1287,2019,Germany,17,6.985,0.987,72.5,72.20050430297852
1291,2019,Belgium,18,6.922999999999999,0.986,72.19999694824219,72.00041198730469
1295,2019,United States,19,6.892,0.8740000000000001,68.19999694824219,68.29987525939941
1299,2019,Czech Republic,20,6.852,0.92,70.04931386311848,70.04931386311848
1303,2019,United Arab Emirates,21,6.825,0.825,67.30000305175781,67.0956974029541
1307,2019,Malta,22,6.726,0.9990000000000001,72.19999694824219,72.19999694824219
1311,2019,Mexico,23,6.595,0.861,68.5999984741211,68.29975700378418
1315,2019,France,24,6.5920000000000005,1.045,74.0,73.80048370361328
1319,2019,Taiwan,25,6.446000000000001,0.914,69.5999984741211,69.5999984741211
1323,2019,Chile,26,6.444,0.92,70.0,69.90015602111816
1327,2019,Guatemala,27,6.436,0.746,65.0999984741211,64.80223655700684
1331,2019,Saudi Arabia,28,6.375,0.795,66.5999984741211,66.3012866973877
1335,2019,Qatar,29,6.374,0.871,0.0,0.0
1338,2019,Spain,30,6.354,1.062,74.69999694824219,74.40067672729492
1342,2019,Panama,31,6.321000000000001,0.91,69.69999694824219,69.60075187683105
1346,2019,Brazil,32,6.3,0.802,66.5999984741211,66.42004013061523
1350,2019,Uruguay,33,6.292999999999999,0.8909999999999999,69.0999984741211,69.00063705444336
1354,2019,Singapore,34,6.2620000000000005,1.141,77.0999984741211,76.80114555358887
1358,2019,El Salvador,35,6.252999999999999,0.789,66.4000015258789,66.10206604003906
1362,2019,Italy,36,6.223,1.0390000000000001,73.80000305175781,73.60042190551758
1366,2019,Bahrain,37,6.199,0.871,68.5,68.5
1370,2019,Slovakia,38,6.1979999999999995,0.8809999999999999,69.19999694824219,68.90158462524414
1374,2019,Trinidad & Tobago,39,6.192,0.713,63.5,63.5
1378,2019,Poland,40,6.182,0.884,69.69999694824219,69.30278396606445
1382,2019,Uzbekistan,41,6.1739999999999995,0.7559999999999999,65.4000015258789,65.10189437866211
1386,2019,Lithuania,42,6.149,0.818,67.9000015258789,67.29851913452148
1390,2019,Colombia,43,6.125,0.841,68.0,67.69989585876465
1394,2019,Slovenia,44,6.117999999999999,0.953,71.4000015258789,71.10074806213379
1398,2019,Nicaragua,45,6.105,0.835,67.80000305175781,67.50179481506348
1402,2019,Kosovo,46,6.1,0.758,63.885555267333984,63.885555267333984
1406,2019,Argentina,47,6.086,0.8809999999999999,69.0,68.80095100402832
1410,2019,Romania,48,6.07,0.825,67.5,67.20180892944336
1414,2019,Cyprus,49,6.046,1.042,73.9000015258789,73.7005558013916
1418,2019,Ecuador,50,6.028,0.868,68.80000305175781,68.50000953674316
1422,2019,Kuwait,51,6.021,0.8079999999999999,66.9000015258789,66.72254943847656
1426,2019,Thailand,52,6.007999999999999,0.828,67.4000015258789,67.21264839172363
1430,2019,Latvia,53,5.94,0.812,67.0999984741211,66.80186653137207
1434,2019,South Korea,54,5.895,1.036,73.9000015258789,73.60068321228027
1438,2019,Estonia,55,5.893,0.8740000000000001,68.80000305175781,68.60124015808105
1442,2019,Jamaica,56,5.89,0.831,67.0999984741211,67.0999984741211
1446,2019,Mauritius,57,5.888,0.7979999999999999,66.69999694824219,66.40108489990234
1450,2019,Japan,58,5.886,1.088,75.0999984741211,75.00024223327637
1454,2019,Honduras,59,5.86,0.828,67.4000015258789,67.19969177246094
1458,2019,Kazakhstan,60,5.809,0.7290000000000001,65.19999694824219,64.60248947143555
1462,2019,Bolivia,61,5.779,0.706,63.900001525878906,63.600117683410645
1466,2019,Hungary,62,5.757999999999999,0.828,68.0,67.60249137878418
1470,2019,Paraguay,63,5.742999999999999,0.777,65.9000015258789,65.6799799601237
1474,2019,Northern Cyprus,64,5.718,1.042,73.70222473144531,73.70222473144531
1478,2019,Peru,65,5.697,0.8540000000000001,68.4000015258789,68.10005950927734
1482,2019,Portugal,66,5.693,0.9990000000000001,72.5999984741211,72.40050506591797
1486,2019,Pakistan,67,5.653,0.535,58.28437805175781,58.28437805175781
1490,2019,Russia,68,5.648,0.726,64.10015360514323,64.10015360514323
1494,2019,Philippines,69,5.631,0.657,62.0,61.90669059753418
1498,2019,Serbia,70,5.603,0.8540000000000001,68.5999984741211,68.20255088806152
1502,2019,Moldova,71,5.529,0.7390000000000001,65.69999694824219,65.00325393676758
1506,2019,Libya,72,5.525,0.6729999999999999,62.29999923706055,62.29999923706055
1510,2019,Montenegro,73,5.523,0.871,68.69999694824219,68.5013370513916
1514,2019,Tajikistan,74,5.4670000000000005,0.718,64.4000015258789,64.10114765167236
1518,2019,Croatia,75,5.432,0.914,70.80000305175781,70.20372581481934
1522,2019,Hong Kong,76,5.43,1.122,76.7717056274414,76.7717056274414
1526,2019,Dominican Republic,77,5.425,0.779,66.0999984741211,65.80187225341797
1530,2019,Bosnia and Herzegovina,78,5.386,0.845,68.0999984741211,67.80203437805176
1534,2019,Turkey,79,5.372999999999999,0.8079999999999999,67.19999694824219,66.82570457458496
1538,2019,Malaysia,80,5.3389999999999995,0.828,67.19999694824219,67.10071818033855
1542,2019,Belarus,81,5.3229999999999995,0.789,66.4000015258789,66.10108375549316
1546,2019,Greece,82,5.287000000000001,0.9990000000000001,72.5999984741211,72.40131378173828
1550,2019,Mongolia,83,5.285,0.667,62.5,62.30112075805664
1554,2019,Macedonia,84,5.274,0.838,67.69999694824219,67.50110626220703
1558,2019,Nigeria,85,5.265,0.245,50.099998474121094,49.74047660827637
1562,2019,Kyrgyzstan,86,5.261,0.723,64.4000015258789,64.10150241851807
1566,2019,Turkmenistan,87,5.247000000000001,0.657,62.599998474121094,62.20292663574219
1570,2019,Algeria,88,5.211,0.785,66.0999984741211,65.90129280090332
1574,2019,Morocco,89,5.207999999999999,0.782,66.19999694824219,65.8990592956543
1578,2019,Azerbaijan,90,5.207999999999999,0.769,65.80000305175781,65.50209999084473
1582,2019,Lebanon,91,5.197,0.815,67.5999984741211,67.10164451599121
1586,2019,Indonesia,92,5.192,0.66,62.29999923706055,62.113962173461914
1590,2019,China,93,5.191,0.893,69.5999984741211,69.29729843139648
1594,2019,Vietnam,94,5.175,0.851,68.0999984741211,67.91318321228027
1598,2019,Bhutan,95,5.082,0.604,0.0,0.0
1601,2019,Cameroon,96,5.044,0.331,53.5,52.7012357711792
1605,2019,Bulgaria,97,5.011,0.815,67.0,66.80099487304688
1609,2019,Ghana,98,4.996,0.486,57.599998474121094,57.20099639892578
1613,2019,Ivory Coast,99,4.944,0.23199999999999998,50.099998474121094,49.500943183898926
1617,2019,Nepal,100,4.913,0.677,64.5999984741211,63.56979465484619
1621,2019,Jordan,101,4.906000000000001,0.815,67.0,66.7999382019043
1625,2019,Benin,102,4.883,0.397,54.70000076293945,54.30311679840088
1629,2019,Congo (Brazzaville),103,4.812,0.508,58.5,57.90612030029297
1633,2019,Gabon,104,4.7989999999999995,0.5710000000000001,60.20000076293945,59.70383548736572
1637,2019,Laos,105,4.796,0.551,59.099998474121094,58.83664067586263
1640,2019,South Africa,106,4.7219999999999995,0.469,56.900001525878906,56.501502990722656
1644,2019,Albania,107,4.718999999999999,0.8740000000000001,69.0,68.70203399658203
1648,2019,Venezuela,108,4.707,0.805,66.69999694824219,66.50133514404297
1652,2019,Cambodia,109,4.7,0.637,62.0,61.582491874694824
1656,2019,Palestinian Territories,110,4.696000000000001,0.672,62.25,62.25
1660,2019,Senegal,111,4.681,0.5710000000000001,60.0,59.59978771209717
1664,2019,Somalia,112,4.668,0.268,0.0,0.0
1667,2019,Namibia,113,4.638999999999999,0.47700000000000004,56.79999923706055,56.5003719329834
1671,2019,Niger,114,4.628,0.366,54.0,53.50002384185791
1675,2019,Burkina Faso,115,4.587,0.38,54.400001525878906,53.89736461639404
1679,2019,Armenia,116,4.559,0.815,66.75021870930989,66.75021870930989
1683,2019,Iran,117,4.548,0.785,66.30000305175781,66.00153732299805
1687,2019,Guinea,118,4.534,0.375,55.5,54.41695022583008
1691,2019,Georgia,119,4.519,0.752,64.30000305175781,64.4988021850586
1695,2019,Gambia,120,4.516,0.428,55.29999923706055,55.15600776672363
1697,2019,Kenya,121,4.5089999999999995,0.581,60.70000076293945,60.09923267364502
1701,2019,Mauritania,122,4.49,0.489,57.29999923706055,57.00254440307617
1705,2019,Mozambique,123,4.466,0.39,55.20000076293945,54.20145606994629
1709,2019,Tunisia,124,4.461,0.815,67.19999694824219,66.89946365356445
1713,2019,Bangladesh,125,4.456,0.723,64.80000305175781,64.35076808929443
1717,2019,Iraq,126,4.437,0.574,59.90118281046549,59.90118281046549
1721,2019,Congo (Kinshasa),127,4.418,0.35700000000000004,52.900001525878906,52.900001525878906
1725,2019,Mali,128,4.39,0.308,52.20000076293945,51.706746101379395
1729,2019,Sierra Leone,129,4.374,0.242,52.400001525878906,50.81628608703613
1733,2019,Sri Lanka,130,4.3660000000000005,0.831,67.4000015258789,67.20001602172852
1737,2019,Myanmar,131,4.36,0.555,59.29999923706055,58.99042797088623
1741,2019,Chad,132,4.35,0.192,48.70000076293945,48.205135345458984
1745,2019,Ukraine,133,4.332,0.7390000000000001,64.9000015258789,64.6016960144043
1749,2019,Ethiopia,134,4.2860000000000005,0.532,59.0,58.534897804260254
1753,2019,Swaziland,135,4.212,0.0,51.73661804199219,51.46242713928223
1755,2019,Uganda,136,4.189,0.44299999999999995,56.099998474121094,55.70205020904541
1759,2019,Egypt,137,4.166,0.644,62.0,61.720038414001465
1763,2019,Zambia,138,4.107,0.426,55.79999923706055,55.29984378814697
1767,2019,Togo,139,4.085,0.41,55.099998474121094,54.70497417449951
1771,2019,India,140,4.015,0.588,60.5,60.12879657745361
1775,2019,Liberia,141,3.975,0.44299999999999995,56.900001525878906,56.09907817840576
1779,2019,Comoros,142,3.9730000000000003,0.505,57.5,57.42450523376465
1781,2019,Madagascar,143,3.9330000000000003,0.555,59.5,59.101356506347656
1785,2019,Lesotho,144,3.802,0.168,48.70000076293945,48.001207987467446
1789,2019,Burundi,145,3.775,0.38,53.400001525878906,53.400001525878906
1793,2019,Zimbabwe,146,3.6630000000000003,0.433,56.20000076293945,55.60431480407715
1797,2019,Haiti,147,3.597,0.449,55.599541982014976,55.599541982014976
1801,2019,Botswana,148,3.488,0.5379999999999999,59.599998474121094,58.906113624572754
1805,2019,Syria,149,3.4619999999999997,0.44,0.0,0.0
1808,2019,Malawi,150,3.41,0.495,58.29999923706055,57.59822177886963
1812,2019,Yemen,151,3.38,0.46299999999999997,57.5,56.70682144165039
1816,2019,Rwanda,152,3.3339999999999996,0.614,61.70000076293945,61.099711418151855
1820,2019,Tanzania,153,3.2310000000000003,0.499,58.0,57.49901866912842
1824,2019,Afghanistan,154,3.2030000000000003,0.361,52.400001525878906,52.59749984741211
1828,2019,Central African Republic,155,3.083,0.105,45.20000076293945,45.20000076293945
1832,2019,South Sudan,156,2.853,0.295,51.0,51.0
1836,2020,Finland,1,7.808700084686279,0.9612714052200317,71.90082550048828,71.90020751953125
1840,2020,Denmark,2,7.645599842071533,0.9793325662612915,72.40250396728516,72.40062522888184
1844,2020,Switzerland,3,7.559899806976318,1.040533185005188,74.10244750976562,74.10061264038086
1848,2020,Iceland,4,7.504499912261963,1.0008434057235718,73.0,73.0
1852,2020,Norway,5,7.48799991607666,1.0080718994140625,73.2007827758789,73.2001953125
1856,2020,Netherlands,6,7.44890022277832,0.9756753444671631,72.30091857910156,72.30023002624512
1860,2020,Sweden,7,7.353499889373779,0.9864704608917236,72.60076904296875,72.60019111633301
1864,2020,New Zealand,8,7.299600124359131,1.0081382989883423,73.20262908935547,73.20065689086914
1868,2020,Austria,9,7.2941999435424805,1.0009335279464722,73.00250244140625,73.00062561035156
1872,2020,Luxembourg,10,7.237500190734863,0.9864426851272583,72.5999984741211,72.5999984741211
1876,2020,Canada,11,7.232100009918213,1.0225019454956055,73.60160064697266,73.60040092468262
1880,2020,Australia,12,7.222799777984619,1.022607684135437,73.60453796386719,73.60113525390625
1884,2020,United Kingdom,13,7.1645002365112305,0.9757000803947449,72.30160522460938,72.30040168762207
1888,2020,Israel,14,7.128600120544434,1.008052945137024,73.20025634765625,73.20008595784505
1892,2020,Costa Rica,15,7.121399879455566,0.9396353363990784,71.29985046386719,71.29996299743652
1896,2020,Ireland,16,7.093699932098389,0.9756706953048706,72.30078887939453,72.30019760131836
1900,2020,Germany,17,7.075799942016602,0.9721148014068604,72.20201873779297,72.20050430297852
1904,2020,United States,18,6.939599990844727,0.8316180109977722,68.29949951171875,68.29987525939941
1908,2020,Czech Republic,19,6.910900115966797,0.8945644497871399,70.04793548583984,70.04931386311848
1912,2020,Belgium,20,6.863500118255615,0.9649011492729187,72.00164794921875,72.00041198730469
1916,2020,United Arab Emirates,21,6.790800094604492,0.7878144383430481,67.0827865600586,67.0956974029541
1920,2020,Malta,22,6.772799968719482,0.9720420241355896,72.19999694824219,72.19999694824219
1924,2020,France,23,6.66379976272583,1.0297142267227173,73.80193328857422,73.80048370361328
1928,2020,Mexico,24,6.465000152587891,0.8316010236740112,68.29902648925781,68.29975700378418
1932,2020,Taiwan,25,6.455399990081787,0.8784379959106445,69.5999984741211,69.5999984741211
1936,2020,Uruguay,26,6.440100193023682,0.8569288849830627,69.00254821777344,69.00063705444336
1940,2020,Saudi Arabia,27,6.406499862670898,0.7598181366920471,66.30514526367188,66.3012866973877
1944,2020,Spain,28,6.400899887084961,1.0513430833816528,74.4027099609375,74.40067672729492
1948,2020,Guatemala,29,6.398900032043457,0.7059525847434998,64.80894470214844,64.80223655700684
1952,2020,Italy,30,6.387400150299072,1.0225049257278442,73.6016845703125,73.60042190551758
1956,2020,Singapore,31,6.377099990844727,1.1378142833709717,76.80458068847656,76.80114555358887
1960,2020,Brazil,32,6.3755998611450195,0.7661190629005432,66.48016357421875,66.42004013061523
1964,2020,Slovenia,33,6.363399982452393,0.9325480461120605,71.10298919677734,71.10074806213379
1968,2020,El Salvador,34,6.348299980163574,0.7527300119400024,66.10826110839844,66.10206604003906
1972,2020,Kosovo,35,6.325200080871582,0.6727091670036316,63.885555267333984,63.885555267333984
1976,2020,Panama,36,6.304800033569336,0.8785465359687805,69.60301208496094,69.60075187683105
1980,2020,Slovakia,37,6.280600070953369,0.8534652590751648,68.90634155273438,68.90158462524414
1984,2020,Uzbekistan,38,6.257599830627441,0.7167037129402161,65.10757446289062,65.10189437866211
1988,2020,Chile,39,6.228499889373779,0.8892608284950256,69.90061950683594,69.90015602111816
1992,2020,Bahrain,40,6.22730016708374,0.8388363718986511,68.5,68.5
1996,2020,Lithuania,41,6.2154998779296875,0.7954211831092834,67.29407501220703,67.29851913452148
2000,2020,Trinidad & Tobago,42,6.19189977645874,0.6588285565376282,63.5,63.5
2004,2020,Poland,43,6.186299800872803,0.8680384755134583,69.3111343383789,69.30278396606445
2008,2020,Colombia,44,6.163400173187256,0.8100201487541199,67.6995849609375,67.69989585876465
2012,2020,Cyprus,45,6.158999919891357,1.0261245965957642,73.70222473144531,73.7005558013916
2016,2020,Nicaragua,46,6.1371002197265625,0.8030932545661926,67.5071792602539,67.50179481506348
2020,2020,Romania,47,6.123700141906738,0.7922948598861694,67.20723724365234,67.20180892944336
2024,2020,Kuwait,48,6.102099895477295,0.7764689326286316,66.76764678955078,66.72254943847656
2028,2020,Mauritius,49,6.10129976272583,0.7633894085884094,66.40434265136719,66.40108489990234
2032,2020,Kazakhstan,50,6.0578999519348145,0.6987889409065247,64.6099624633789,64.60248947143555
2036,2020,Estonia,51,6.0218000411987305,0.842615008354187,68.6049575805664,68.60124015808105
2040,2020,Philippines,52,6.00600004196167,0.6021894812583923,61.926761627197266,61.90669059753418
2044,2020,Hungary,53,6.000400066375732,0.8067938685417175,67.60997009277344,67.60249137878418
2048,2020,Thailand,54,5.998799800872803,0.7938558459281921,67.25059509277344,67.21264839172363
2052,2020,Argentina,55,5.974699974060059,0.8497737050056458,68.80380249023438,68.80095100402832
2056,2020,Honduras,56,5.953199863433838,0.7919899821281433,67.19876861572266,67.19969177246094
2060,2020,Latvia,57,5.949999809265137,0.7779024243354797,66.80746459960938,66.80186653137207
2064,2020,Ecuador,58,5.92519998550415,0.838837742805481,68.50003814697266,68.50000953674316
2068,2020,Portugal,59,5.910900115966797,0.9793152809143066,72.40202331542969,72.40050506591797
2072,2020,Jamaica,60,5.889800071716309,0.7884340882301331,67.0999984741211,67.0999984741211
2076,2020,South Korea,61,5.872399806976318,1.0225425958633423,73.60272979736328,73.60068321228027
2080,2020,Japan,62,5.870800018310547,1.0728813409805298,75.00096893310547,75.00024223327637
2084,2020,Peru,63,5.796800136566162,0.8244441747665405,68.10023498535156,68.10005950927734
2088,2020,Serbia,64,5.778200149536133,0.8284032940864563,68.210205078125,68.20255088806152
2092,2020,Bolivia,65,5.747499942779541,0.6624456644058228,63.60047149658203,63.600117683410645
2096,2020,Pakistan,66,5.693299770355225,0.46993324160575867,58.253135681152344,58.28437805175781
2100,2020,Paraguay,67,5.6921000480651855,0.7358696460723877,65.63993835449219,65.6799799601237
2104,2020,Dominican Republic,68,5.689199924468994,0.741901695728302,65.80748748779297,65.80187225341797
2108,2020,Bosnia and Herzegovina,69,5.674099922180176,0.8139281868934631,67.80813598632812,67.80203437805176
2112,2020,Moldova,70,5.607500076293945,0.7132994532585144,65.01301574707031,65.00325393676758
2116,2020,Tajikistan,71,5.555699825286865,0.680594801902771,64.1045913696289,64.10114765167236
2120,2020,Montenegro,72,5.54610013961792,0.8390288949012756,68.5053482055664,68.5013370513916
2124,2020,Russia,73,5.546000003814697,0.6804459095001221,64.10045623779297,64.10015360514323
2128,2020,Kyrgyzstan,74,5.541500091552734,0.6806458830833435,64.10601043701172,64.10150241851807
2132,2020,Belarus,75,5.539899826049805,0.7525885701179504,66.10433197021484,66.10108375549316
2136,2020,Northern Cyprus,76,5.5355000495910645,1.0261245965957642,73.70222473144531,73.70222473144531
2140,2020,Greece,77,5.514999866485596,0.9794317483901978,72.40525817871094,72.40131378173828
2144,2020,Hong Kong,78,5.51039981842041,1.136630654335022,76.7717056274414,76.7717056274414
2148,2020,Croatia,79,5.504700183868408,0.900575578212738,70.21490478515625,70.20372581481934
2152,2020,Libya,80,5.488800048828125,0.6156266331672668,62.29999923706055,62.29999923706055
2156,2020,Mongolia,81,5.456200122833252,0.6157881617546082,62.30448532104492,62.30112075805664
2160,2020,Malaysia,82,5.384300231933594,0.7885118722915649,67.10215759277344,67.10071818033855
2164,2020,Vietnam,83,5.353499889373779,0.819133996963501,67.9527359008789,67.91318321228027
2168,2020,Indonesia,84,5.285600185394287,0.6104370355606079,62.15584945678711,62.113962173461914
2172,2020,Ivory Coast,85,5.23330020904541,0.15494251251220703,49.5037727355957,49.500943183898926
2176,2020,Benin,86,5.216000080108643,0.3280629515647888,54.31246566772461,54.30311679840088
2180,2020,Maldives,87,5.1975998878479,0.9144395589828491,70.5999984741211,70.5999984741211
2181,2020,Congo (Brazzaville),88,5.194399833679199,0.4581011235713959,57.92448043823242,57.90612030029297
2185,2020,Azerbaijan,89,5.16480016708374,0.7311340570449829,65.5083999633789,65.50209999084473
2189,2020,Macedonia,90,5.159800052642822,0.8029941320419312,67.50442504882812,67.50110626220703
2193,2020,Ghana,91,5.1479997634887695,0.43216225504875183,57.20398712158203,57.20099639892578
2197,2020,Nepal,92,5.137199878692627,0.6688793897628784,63.779178619384766,63.56979465484619
2201,2020,Turkey,93,5.131800174713135,0.7813352942466736,66.90281677246094,66.82570457458496
2205,2020,China,94,5.123899936676025,0.86724853515625,69.28919219970703,69.29729843139648
2209,2020,Turkmenistan,95,5.119100093841553,0.6124480366706848,62.211708068847656,62.20292663574219
2213,2020,Bulgaria,96,5.101500034332275,0.7777768969535828,66.8039779663086,66.80099487304688
2217,2020,Morocco,97,5.094799995422363,0.7450969219207764,65.896240234375,65.8990592956543
2221,2020,Cameroon,98,5.08489990234375,0.2701895534992218,52.70494079589844,52.7012357711792
2225,2020,Venezuela,99,5.053199768066406,0.7670255303382874,66.50534057617188,66.50133514404297
2229,2020,Algeria,100,5.005099773406982,0.7454185485839844,65.9051742553711,65.90129280090332
2233,2020,Senegal,101,4.980800151824951,0.5183919072151184,59.599151611328125,59.59978771209717
2237,2020,Guinea,102,4.9492998123168945,0.3336552381515503,54.46780014038086,54.41695022583008
2241,2020,Niger,103,4.909599781036377,0.29881635308265686,53.50009536743164,53.50002384185791
2245,2020,Laos,104,4.888599872589111,0.4863782823085785,58.709922790527344,58.83664067586263
2248,2020,Albania,105,4.882699966430664,0.8463296294212341,68.70813751220703,68.70203399658203
2252,2020,Cambodia,106,4.848400115966797,0.5879043340682983,61.52996826171875,61.582491874694824
2256,2020,Bangladesh,107,4.832799911499023,0.6949405074119568,64.50306701660156,64.35076808929443
2260,2020,Gabon,108,4.8292999267578125,0.5225748419761658,59.71533966064453,59.70383548736572
2264,2020,South Africa,109,4.8140997886657715,0.4070340692996979,56.506011962890625,56.501502990722656
2268,2020,Iraq,110,4.784800052642822,0.5293506979942322,59.90354919433594,59.90118281046549
2272,2020,Lebanon,111,4.771500110626221,0.7886711359024048,67.10658264160156,67.10164451599121
2276,2020,Burkina Faso,112,4.768700122833252,0.31283387541770935,53.88945388793945,53.89736461639404
2280,2020,Gambia,113,4.7505998611450195,0.35324788093566895,55.01201629638672,55.15600776672363
2282,2020,Mali,114,4.729300022125244,0.23498152196407318,51.72698211669922,51.706746101379395
2286,2020,Nigeria,115,4.724100112915039,0.16783593595027924,49.861907958984375,49.74047660827637
2290,2020,Armenia,116,4.676799774169922,0.7758572697639465,66.75065612792969,66.75021870930989
2294,2020,Georgia,117,4.672599792480469,0.6946576237678528,64.49520874023438,64.4988021850586
2298,2020,Iran,118,4.672399997711182,0.7490538358688354,66.00614929199219,66.00153732299805
2302,2020,Jordan,119,4.633399963378906,0.7776247262954712,66.79975128173828,66.7999382019043
2306,2020,Mozambique,120,4.623600006103516,0.3242236375808716,54.2058219909668,54.20145606994629
2310,2020,Kenya,121,4.583000183105469,0.5363127589225769,60.09693145751953,60.09923267364502
2314,2020,Namibia,122,4.571100234985352,0.40687116980552673,56.501487731933594,56.5003719329834
2318,2020,Ukraine,123,4.560699939727783,0.6986743807792664,64.60678100585938,64.6016960144043
2322,2020,Liberia,124,4.5578999519348145,0.3922842741012573,56.0963134765625,56.09907817840576
2326,2020,Palestinian Territories,125,4.552800178527832,0.61382657289505,62.25,62.25
2330,2020,Uganda,126,4.432000160217285,0.3783116638660431,55.70820236206055,55.70205020904541
2334,2020,Chad,127,4.422699928283691,0.10874409973621368,48.22053909301758,48.205135345458984
2338,2020,Tunisia,128,4.392199993133545,0.7811567187309265,66.89785766601562,66.89946365356445
2342,2020,Mauritania,129,4.374599933624268,0.42518481612205505,57.01017761230469,57.00254440307617
2346,2020,Sri Lanka,130,4.327000141143799,0.7920367121696472,67.20006561279297,67.20001602172852
2350,2020,Congo (Kinshasa),131,4.310999870300293,0.2772120535373688,52.900001525878906,52.900001525878906
2354,2020,Swaziland,132,4.30810022354126,0.2155858278274536,51.188236236572266,51.46242713928223
2356,2020,Myanmar,133,4.308000087738037,0.49544307589530945,58.96171188354492,58.99042797088623
2360,2020,Comoros,134,4.288599967956543,0.4373833239078522,57.3490104675293,57.42450523376465
2362,2020,Togo,135,4.18720006942749,0.34273117780685425,54.71989822387695,54.70497417449951
2366,2020,Ethiopia,136,4.186200141906738,0.4838462471961975,58.639591217041016,58.534897804260254
2370,2020,Madagascar,137,4.165599822998047,0.5006170272827148,59.10542678833008,59.101356506347656
2374,2020,Egypt,138,4.151400089263916,0.5969113111495972,61.7801513671875,61.720038414001465
2378,2020,Sierra Leone,139,3.9263999462127686,0.20395396649837494,50.865142822265625,50.81628608703613
2382,2020,Burundi,140,3.7753000259399414,0.29521283507347107,53.400001525878906,53.400001525878906
2386,2020,Zambia,141,3.759399890899658,0.36359333992004395,55.29937744140625,55.29984378814697
2390,2020,Haiti,142,3.7207999229431152,0.37436673045158386,55.59862518310547,55.599541982014976
2394,2020,Lesotho,143,3.6528000831604004,0.10093481093645096,48.003623962402344,48.001207987467446
2398,2020,India,144,3.5732998847961426,0.5405701398849487,60.215187072753906,60.12879657745361
2402,2020,Malawi,145,3.5380001068115234,0.4461632966995239,57.59288787841797,57.59822177886963
2406,2020,Yemen,146,3.527400016784668,0.41500017046928406,56.7272834777832,56.70682144165039
2410,2020,Botswana,147,3.4788999557495117,0.49410173296928406,58.92445373535156,58.906113624572754
2414,2020,Tanzania,148,3.4762001037597656,0.4426778554916382,57.49607467651367,57.49901866912842
2418,2020,Central African Republic,149,3.4758999347686768,0.0,45.20000076293945,45.20000076293945
2422,2020,Rwanda,150,3.312299966812134,0.5723832845687866,61.098846435546875,61.099711418151855
2426,2020,Zimbabwe,151,3.2992000579833984,0.37503761053085327,55.61725997924805,55.60431480407715
2430,2020,South Sudan,152,2.8166000843048096,0.208809033036232,51.0,51.0
2434,2020,Afghanistan,153,2.5669000148773193,0.2660515308380127,52.59000015258789,52.59749984741211
